,datetime,title,content,category,url
125747,2016-03-11 08:48:00,Australië schrikt van zelfmoord 10-jarig meisje,"In Australië is geschokt gereageerd op de zelfmoord van een 10-jarig meisje in een afgelegen gebied in het noordwesten van het land. Het meisje maakte deel uit van een kleine Aboriginalgemeenschap waar vaker zelfmoorden voorkomen. Wat voor het meisje precies de aanleiding is geweest om een einde aan haar leven te maken, is volgens correspondent Robert Portier niet bekend. Wel is duidelijk dat ze in beroerde omstandigheden leefde. ""Ze woonde niet bij haar ouders maar bij familie. In haar eigen gezin had ze te maken gehad met geweld en ze was getuige geweest van de zelfmoord van haar oudere zus."" Portier ziet de zelfmoord als een onderdeel van een breder probleem. ""Het aantal zelfmoorden onder Aboriginals is schrikbarend groot. Oorzaak is een gebrek aan perspectief. Er is armoede, geen werk, veel drank- en drugsgebruik en huiselijk en seksueel geweld."" Daar komt bij dat de regio waar het meisje woonde zeer afgelegen is. ""Het is vrijwel van de buitenwereld afgesloten. Als je problemen hebt, ben je op jezelf aangewezen. De dichtstbijzijnde politie-agent woont wel 100 kilometer verderop. En dan nog lopen hulpverleners tegen culturele problemen aan, westerse oplossingen en logica werken daar niet altijd."" Hulpverleners in het gebied zeggen dat sinds december al negentien Aboriginals een einde aan hun leven hebben gemaakt. ""Er valt niet aan de ellende te ontkomen. Feit is dat het meisje in haar korte leven zo getraumatiseerd was geraakt dat ze blijkbaar geen andere uitweg meer zag."" Vanuit de Australische politiek klinken nu pleidooien voor een onderzoek naar zelfmoorden onder Aboriginals, zegt Portier. ""Het is een voorspelbare reactie, terwijl de problematiek eigenlijk wel bekend is. Keer op keer laten rapporten zien wat er aan de hand is, maar het beleid werkt niet.""",Buitenland,https://nos.nl/artikel/2092005-australie-schrikt-van-zelfmoord-10-jarig-meisje.html
149729,2017-03-07 07:30:00,Amerikaanse minister Carson noemt slaven 'immigranten',"De nieuwe Amerikaanse minister van Volkshuisvesting en Stedelijke Ontwikkeling, Ben Carson, heeft slaven ""immigranten"" genoemd die droomden van een beter leven. Hij deed dat tijdens zijn eerste toespraak op zijn nieuwe departement. Carson is de enige zwarte minister in het kabinet van president Trump. In zijn toespraak prees hij de immigranten die naar de Verenigde Staten zijn gekomen en hard hebben gewerkt om hun kinderen een betere toekomst te geven. ""Er waren ook andere immigranten die hier kwamen op de bodem van een slavenschip. Zij werkten nog langer en harder voor minder"", zei Carson. Amerikaanse media en mensenrechtenorganisaties pikten de uitspraak van Carson op. Het departement kwam later met een verklaring op Twitter. ""Het is een zeer cynische interpretatie van de opmerkingen van de minister. Niemand gelooft echt dat hij vrijwillige immigratie gelijkstelt met slavernij."" Voormalig neurochirurg Ben Carson deed zelf ook een gooi naar het presidentschap. Hij stapte na Super Tuesday uit de race. Vorige week werd hij geïnstalleerd als minister van Volkshuisvesting in de regering-Trump.",Buitenland,https://nos.nl/artikel/2161718-amerikaanse-minister-carson-noemt-slaven-immigranten.html
249856,2023-03-08 18:26:47,Van tuinbroek tot orgasmekloof: drie vrouwen over het feminisme van nu,"In aanloop naar Internationale Vrouwendag gingen zondag in Amsterdam een paar duizend mensen de straat op voor de Feminist March. Voor het eerst onder een nieuwe naam, want tot dit jaar heette de mars nog de Women's March, vrouwenmars. Volgens de organisatie is dat hoog tijd, want ""feminisme is niet meer alleen voor vrouwen"". De naamsverandering lijkt symbool te staan voor een verbreding van de feministische beweging. Feministen van nu willen bijvoorbeeld meer aandacht voor non-binaire of trans mensen en vinden dat er meer oog moet zijn voor culturele diversiteit. Enaam Ahmed Ali, bestuurslid van Feminist March Nederland en vertegenwoordiger in de VN-Vrouwenraad, ziet ook dat de thema's die binnen het feminisme worden aangekaart steeds diverser worden. ""We hebben het niet meer alleen over het breken van het glazen plafond, maar ook over klimaat of technologie. Het gaat over alles wat ons in het leven raakt."" Voor haar is de verandering naar een Feminist March dan ook een belangrijke stap. ""Als je alleen maar in hokjes en vakjes gaat denken, los je niks op"". Wat oud-minister Hedy d'Ancona betreft is die verbreding goed nieuws. ""Er liepen altijd al mannen mee die feministisch zijn. Dit geeft goed aan dat ook mannen, queers en trans mensen te maken krijgen met discriminatie"". Ze is daarbij niet bang dat vrouwen ondergesneeuwd raken door alle andere belangen. ""Dat is onzin. Feminisme gaat over gelijke rechten voor iedereen, ongeacht je gender of seksualiteit."" Als mede-oprichtster van de actiegroep Man Vrouw Maatschappij stond de zelfbenoemd 'feminist tot in de kist' aan de wieg van de tweede feministische golf. Samen met Joke Kool-Smits verzette d'Ancona zich tegen het idee dat vrouwen moeder moesten worden. Ze droegen uit dat vrouwen meer over hun eigen leven konden beslissen, bijvoorbeeld door betere scholing, maar ook door het recht op abortus. Vergeleken met haar eigen tijd denkt D'Ancona dat het woord 'feminist' nu meer geaccepteerd wordt. ""Vroeger hadden mensen het beeld dat feminisme ging over het verbranden van bh's en het dragen van een tuinbroek. Dat is echt niet meer zo."" Toch is het activistische tintje er wel af, wat haar betreft. ""We hebben soms grote demonstraties, maar dat gaat niet met zoveel ophef gepaard als toen."" Op een dag als vandaag gaan er ook kritische geluiden op. Zo zou Internationale Vrouwendag te commercieel zijn geworden en gebruiken veel bedrijven de dag als marketingtruc. Desondanks vindt Madeleijn van den Nieuwenhuizen, rechtshistoricus en het brein achter het platform Zeikschrift, het toch goed dat gendergelijkheid jaarlijks op de agenda wordt gezet: ""Voor de wet zijn mannen en vrouwen gelijk, maar dat wil niet zeggen dat er geen ongelijkheid is."" Zij ziet het feminisme anno nu als een levendige beweging, waar steeds meer mensen zich thuis voelen. Wel vindt ze dat er gewaakt moet worden voor oppervlakkigheid. Zo stelde ze in haar Volkskrant-essay hierover dat feministen wat haar betreft kritischer mogen zijn op het systeem in plaats van het hebben over ""makkelijk verteerbare onderwerpen"" als het censureren van tepels of de orgasmekloof. Ook wat Ahmed Ali betreft blijft Internationale Vrouwendag belangrijk om aandacht te besteden aan de positie van vrouwen, maar is zo'n dag alleen niet genoeg. ""Er moet op beleidsniveau ook ontzettend veel veranderen, niet alleen hier in Nederland maar ook internationaal"", zegt ze. ""Dat is waar het echte werk ligt.""",Binnenland,https://nos.nl//artikel/2466716-van-tuinbroek-tot-orgasmekloof-drie-vrouwen-over-het-feminisme-van-nu
246222,2022-11-26 13:52:07,"Zangeres Irene Cara (63) overleden, bekend van 'Fame' en 'Flashdance'","De Amerikaanse zangeres en actrice Irene Cara is op 63-jarige leeftijd overleden in haar woning in Florida. Cara scoorde in de jaren 80 grote hits met de titelsongs van de muziekfilms Fame en Flashdance. In Fame speelde ze ook een van de hoofdrollen. Waaraan de zangeres en actrice is overleden is niet bekendgemaakt. Haar agent, die haar overlijden namens de familie bekendmaakte, zegt dat Cara nog bezig was met ""geweldige projecten die haar en haar fans ontzettend blij zouden hebben gemaakt"". Volgens de agent zal de nalatenschap van de artieste voor altijd voortleven door haar muziek en films. Cara groeide op in New York in het stadsdeel The Bronx, als dochter van een Puerto Ricaanse vader en een Cubaans-Amerikaanse moeder. Ze trad al op jonge leeftijd op in televisieprogramma's, waarin ze onder meer in het Spaans zong. In de jaren 70 speelde ze rollen in diverse musicals en series. Haar grote internationale doorbraak kwam in 1980, toen ze de rol van Coco Hernandez op zich nam in de populaire musicalfilm Fame. De Amerikaanse verzorgde ook de gelijknamige soundtrack, die in de Verenigde Staten al snel in de top 5 terechtkwam. Cara won met het lied onder andere een Oscar. Het nummer werd later ook gebruikt als titelsong van de tv-serie Fame, die in de jaren 80 wereldwijd werd uitgezonden. In Nederland stond de soundtrack begin 1983 op nummer 1. De titelsong van Fame, gezongen door Irene Cara: Na Fame scoorde Cara met Flashdance... What a feeling een tweede grote hit. Het nummer was de soundtrack van de film Flashdance uit 1983. Ook met dit lied sleepte ze een Oscar in de wacht. In 1984 won ze ook een Grammy Award en een Golden Globe Award. Na de successen van Fame en Flashdance bracht Cara meerdere albums uit waarmee ze bescheiden hits scoorde, maar niet meer in de buurt kwamen van haar eerdere successen. De laatste jaren leidde ze een relatief teruggetrokken bestaan in Florida.",Buitenland,https://nos.nl//artikel/2454004-zangeres-irene-cara-63-overleden-bekend-van-fame-en-flashdance
113146,2015-09-18 12:49:00,'Poederbrief' gevonden bij UWV in Rotterdam,"In Rotterdam is het gebouw van het UWV ontruimd nadat er een verdacht pakketje werd gevonden. Na onderzoek bleek het niet om een gevaarlijke stof te gaan. Volgens de politie gaat het om verbrand papier dat in een envelop zat. Een medewerker van het UWV opende de brief en kreeg last van branderige ogen. Toen drie andere collega's ook last van hun ogen kregen, is de envelop in een plastic zak gedaan. Uit voorzorg werden 31 mensen in quarantaine geplaatst. Het gaat om de vier medewerkers die last hebben van branderige ogen en 27 mensen die in de buurt van de envelop waren toen die werd geopend. Het gebouw aan de Laan op Zuid werd uit voorzorg ontruimd. De medewerkers mogen om 14.00 uur weer naar binnen. De hulpdiensten reageerden massaal op de oproep. Volgens een woordvoerder van de politie is dat de normale procedure bij dit soort incidenten. ",Binnenland,https://nos.nl/artikel/2058403-poederbrief-gevonden-bij-uwv-in-rotterdam.html
243666,2022-09-07 21:31:45,Oud-D66-senator en architect Edo Spier (96) overleden,"Oud-D66-senator en architect Edo Spier is op 96-jarige leeftijd overleden. Hij zat tussen 1991 en 1995 in de Eerste Kamer, waar hij verantwoordelijk was voor volkshuisvesting, ruimtelijke ordening en milieu. Al sinds de oprichting van D66 was Spier volgens D66 ""loyaal en betrokken"" lid van de partij. Hij vervulde de rollen van penningmeester en publiciteitscoördinator, en was campagneleider bij de Tweede Kamerverkiezingen van 1986. Tijdens die verkiezingen was Hans van Mierlo lijsttrekker. Dat was dankzij Spier, schrijft D66 in een in memoriam op de website. ""Hij praatte net zo lang in op Hans van Mierlo totdat hij terugkeerde naar de Haagse politiek."" In het begin van zijn carrière, tussen 1948 en 1956, was Spier redacteur bij Het Parool. Maar mede op advies van Gerrit Rietveld werd hij uiteindelijk architect. Spier, die een Joodse achtergrond had, was onder andere verantwoordelijk voor de verbouwing van de Amsterdamse Lekstraatsynagoge. Ook ontwierp hij de synagoge aan de Straat van Messina in Amstelveen. Sigrid Kaag, partijleider van D66, laat op Twitter weten ""verdrietig"" te zijn over het overlijden van Spier. ""Vanaf het begin betrokken bij de partij en tot het laatst actief gebleven. Gesprekken met Edo waren altijd inspirerend en onderhoudend. Mijn gedachten zijn bij zijn nabestaanden.""",Politiek,https://nos.nl//artikel/2443727-oud-d66-senator-en-architect-edo-spier-96-overleden
47516,2012-11-08 08:00:00,'Actie 3FM helpt 160.000 mensen',"Radiozender 3FM heeft met Serious Request van vorig jaar 160.000 vrouwen en kinderen geholpen. Bijna 30.000 vrouwen en kinderen ontvingen voor gemiddeld twee maanden voedsel van het Rode Kruis. Ook leverde het Rode Kruis gereedschappen en grondstoffen, zodat vrouwen in conflictgebieden hun leven kunnen oppakken. Het gaat onder anderen om vrouwen in Colombia, Syrië, Israël, Irak en verschillende Afrikaanse landen. Met de actie met in het glazen huis in Leiden werd een recordbedrag opgehaald van meer dan 8,5 miljoen euro. ""We zijn blij met de brede aandacht voor de problemen van moeders in conflictgebieden en de tot nu toe behaalde resultaten"", zegt 3FM zendermanager Wilbert Mutsaers. Sinds 2004 zet 3FM zich jaarlijks samen met het Rode Kruis in voor een 'stille ramp'. Dit jaar is dat babysterfte.",Binnenland,https://nos.nl/artikel/438201-actie-3fm-helpt-160-000-mensen.html
176890,2018-06-19 06:30:00,Beyoncé en Jay-Z grijpen spotlight als kunststukken in leeg Louvre,"Zij, Beyoncé, is een van de grootste sterren van dit moment. Hij, Jay-Z, is behalve succesvol rapper een van de invloedrijkste zakenmannen in de hiphop-industrie. Samen zijn ze The Carters, een echtpaar met drie kinderen en een iconische status. Het koppel bracht afgelopen weekend uit het niets een nieuw album uit, nam een clip op in museum het Louvre en trekt ondertussen de wereld rond met de On the Run II Tour. De twee staan wederom hoog op veel trending-lijstjes en treden vanavond en morgenavond op in de Johan Cruijff Arena in Amsterdam. Fans stonden vanmiddag al in de rij, hieronder vertellen ze wat er zo goed is aan Beyoncé: Naast hun tournee en studiosessies voor het album Everything Is Love, vonden ze blijkbaar ook ergens de tijd om in Parijs een clip bij het nummer Apeshit op te nemen. Zowel de songtekst als de video zit vol met verwijzingen en diepere betekenissen, zegt Rufus Kain, cultureel antropoloog en muzikant. ""Ze weten precies hoe ze de aandacht moeten grijpen én vasthouden."" Bekijk de clip eerst zelf even, in de rest van het artikel vertellen we er meer over: De Mona Lisa, de Egyptische sfinx, de Venus van Milo. In de video komen topstukken uit het Louvre langs, meestal met Beyoncé en Jay-Z op de voorgrond. ""Zo pakken ze de hoofdrol op een plaats voor de hoge kunsten. Een plek waar, net als in veel andere westerse musea, weinig aandacht is voor mensen die niet wit zijn"", schrijft muziekblad The Rolling Stone. Ook Beyoncé-kenner Annelot Prins van de Vrije Universiteit in Berlijn ziet dat in de videoclip kritiek wordt geleverd op de westerse kunstgeschiedenis, waarin zwarte mensen vaak worden afgebeeld in ondergeschikte posities. Het schilderij Portrait d'une négresse van Marie-Guillemine Benoist uit 1800 is een van de weinige uitzonderingen daarop en komt dan ook voorbij in de clip. Prins doet promotieonderzoek naar uitingen van Amerikaanse popsterren en ziet dat sommige mensen makkelijker over politieke onderwerpen praten als die zijn aangekaart door beroemdheden. Veel vrouwen die zij spreekt geven aan dat ze iets leren van Beyoncé. ""Ze weten dat zij in haar muziek ergens naar verwijst, pikken dat eruit en lezen er dan op eigen houtje meer over."" Dankzij de zangeres heeft feminisme ook een positievere bijklank gekregen, zegt Prins. Ze ziet veel dingen terug in Apeshit. ""Beyoncé laat opnieuw thema's als gender, ras en familie samenkomen. Maar ze doet dat op een hele nieuwe manier, met een nieuw geluid. Dit album klinkt totaal anders dan het vorige."" Dat The Carters uitgerekend voor het Louvre kozen als achtergrond bij hun muziek, is niet zo gek, zegt Prins. Jay-Z staat bekend als een groot kunstverzamelaar en is fan van het Parijse museum. In 2014 bracht het stel samen met hun dochtertje Blue Ivy nog een bezoek aan het Louvre. Prins: ""Kunst speelt een belangrijke rol in hun relatie."" En die relatie zelf speelt dan weer een belangrijke rol in het uitgekiende imago van The Carters. De afgelopen maanden beheersten hun huwelijksproblemen de media en op hun solo-albums Lemonade (Beyoncé) en 4:44 (Jay-Z) rapten en zongen ze er zelf over. In de nieuwe clip lijkt Jay-Z zich na zijn misstappen bescheidener op te stellen dan bij eerdere optredens. ""Het zou na alles wat er is gebeurd ook niet werken als het andersom was"", zegt Prins. Het nieuwe album wordt gepresenteerd als de hereniging van het stel. Volgens cultureel antropoloog Kain past het in de langetermijnstrategie van het duo. ""Ze zijn allebei heel goed in het neerzetten van een merk"", zegt hij. Beyoncé en Jay-Z zijn zowel solo als samen al jaren succesvol en hebben bewezen dat ze over een goed zakelijk instinct beschikken. Met Everything Is Love laten ze opnieuw zien dat ze goed doorhebben wat hun luisteraars willen, vertelt Kain. ""In deze tijd komt er al heel veel op mensen af en dus kondigen ze hun album niet aan, maar brengen ze het plotseling."" En bovendien in combinatie met een video die de tongen losmaakt, net zoals de artiest Childish Gambino onlangs deed met de single This is America. Volgens Kain weet het stel dat de media hen volgt, en niet andersom. Daar verwijzen ze ook expliciet naar in hun teksten. Zo rapt Jay-Z in het nieuwe nummer: ""I said no to the Super Bowl / You need me, I don't need you."" Ook bijzonder is de timing van het album, dat komt nadat de eerste vier optredens van de On The Run II-tour al zijn geweest. De shows in Amsterdam zijn de eerste na deze plotselinge release. ""Niemand weet wat er nu met de tour gebeurt en of er veel wordt aangepast"", zegt Beyoncé-kenner Prins. Ze denkt dat Beyoncé de enige artiest ter wereld is die zoiets kan maken. ""Het gonst al vijf jaar van de geruchten over dit album en dan komt het op zo'n manier naar buiten."" Everything is Love past volgens haar perfect in het verhaal dat de zangeres door de jaren heen vertelt. ""Het is een soort afsluiting van de huwelijkse worstelingen die hiervoor de aandacht opeisten. De boodschap is: we zijn nog steeds samen en sterker dan ooit.""",Cultuur & Media,https://nos.nl/artikel/2237216-beyonce-en-jay-z-grijpen-spotlight-als-kunststukken-in-leeg-louvre.html
236302,2022-02-06 19:30:00,Weer minder treinen vanwege personeelstekort bij verkeersleiding ProRail,"Vanwege een personeelstekort bij de verkeersleiding van ProRail op Utrecht Centraal rijden er vandaag opnieuw minder treinen. Er is minder treinverkeer tussen 07.00 en 15.00 uur op de trajecten Alphen aan den Rijn - Houten, Eindhoven - Amsterdam, Den Haag - Amersfoort, en Rotterdam - Arnhem. Reizigers krijgen het advies de reisplanner in de gaten te houden. Ook de NS kampt met personeelstekorten, die zijn ontstaan door coronabesmettingen en de quarantaineregels. Het aantal NS-treinen wordt afgeschaald tot en met 21 februari. Het is de bedoeling dat vanaf die datum nog 85 procent van het normale aantal treinen rijdt. Vanwege het personeelstekort bij ProRail zullen op sommige trajecten de treinen vóór 07.00 uur en ná 15.00 uur ook niet rijden, meldt ProRail op Twitter: Sinds een paar jaar vertrekken bij ProRail meer treinverkeersleiders dan erbij komen. Dat heeft onder meer te maken met vergrijzing en de doorstroom van verkeersleiders naar andere functies in het bedrijf. Ook komen er weinig nieuwe verkeersleiders bij, wat mede veroorzaakt wordt door een strenge selectie. Daarnaast werd eind vorig jaar duidelijk dat er te veel gevraagd wordt van de werknemers. Een deel kan geen pauze houden of moet terugkomen van vakantie. Eind vorig jaar ging de NOS langs bij ProRail in Utrecht, waar treinverkeersleiders worden opgeleid: Het personeelstekort bij ProRail heeft al vaker gevolgen gehad voor het treinverkeer in Nederland. Door één zieke verkeersleider lag het treinverkeer tussen Utrecht en Arnhem eind vorig jaar twee keer uren stil. Ook zijn er een aantal andere grote vertragingen ontstaan. ProRail heeft verkeersleidingsposten door het hele land. Elke post beheert het treinverkeer in die specifieke regio: De afschaling van de NS betekent concreet dat op trajecten waar normaal gesproken zes treinen per uur rijden, er nog maar vier per uur rijden. Op trajecten waar vier treinen per uur rijden wordt het aantal teruggebracht naar twee. Eerder werd al besloten tot het schrappen van extra forensentreinen en nachttreinen op sommige trajecten. Dit weekend reden er ook al minder treinen omdat veel medewerkers thuiszitten.",Binnenland,https://nos.nl/artikel/2416046-weer-minder-treinen-vanwege-personeelstekort-bij-verkeersleiding-prorail
233475,2021-11-24 01:49:00,Verloofde van Amerikaanse Gabby Petito pleegde zelfmoord,"Brian Laundrie, de verloofde van de vermoorde Amerikaanse Gabby Petito, heeft zelf een einde aan zijn leven gemaakt. Hij heeft zichzelf door zijn hoofd geschoten, maakte de advocaat van zijn familie bekend. In september werd in een nationaal park in de staat Wyoming het lichaam gevonden van de 22-jarige Petito. Ze bleek te zijn gewurgd. Daarop werd een klopjacht op touw gezet naar Laundrie, met wie ze sinds juni bezig was aan een rondreis door Amerika. De twee deden daar verslag van op sociale media. De zaak rond Petito hield de VS in zijn greep: Laundrie (23) was op 1 september alleen teruggekeerd van de reis. Twee weken later verdween hij, nadat hij tegen zijn ouders had gezegd dat hij een wandeltocht ging maken in een natuurgebied. Eind oktober werden na een zoektocht menselijke resten gevonden in een moerasgebied in Florida, niet ver van zijn ouderlijk huis. Laundrie werd aan de hand van zijn gebit geïdentificeerd. Hoe hij om het leven was gekomen, werd toen niet bekendgemaakt. Laundrie is nooit in staat van beschuldiging gesteld voor de moord op Petito, maar werd wel aangeklaagd voor fraude met de bankpas van zijn verloofde. De zaak kreeg in de VS en daarbuiten volop aandacht op sociale en traditionele media. Dat leidde tot kritiek van veel mensen, die vonden dat de vermissingszaak van een jonge witte vrouw buitenproportioneel veel aandacht kreeg in vergelijking met vermissingszaken van veel zwarte vrouwen. Denk je aan zelfmoord of maak je je zorgen om iemand? Praten over zelfmoord helpt en kan anoniem via de chat op www.113.nl of telefonisch op 113 of 0800-0113.",Buitenland,https://nos.nl/artikel/2406849-verloofde-van-amerikaanse-gabby-petito-pleegde-zelfmoord
4605,2010-05-03 15:54:00,Drugs verstopt in bodywarmers,Op Schiphol is een 26-jarige man opgepakt die twee kilo cocaïne had verstopt in vijf bodywarmers. Dat heeft de douane bekendgemaakt. De Nederlander was met het vliegtuig aangekomen vanuit Peru. Bij de controle van zijn bagage viel het de medewerkers op dat hij vijf bodywarmers bij zich had. Deze voelden stuk voor stuk ook niet soepel aan. De cocaïne was verstopt in de voering van de kledingstukken. De man is aangehouden door het Schipholteam.,Binnenland,https://nos.nl/artikel/154854-drugs-verstopt-in-bodywarmers.html
33400,2012-03-06 17:58:00,Reactoren Petten en Delft veilig,"De onderzoeksreactoren in Petten en Delft kunnen extreme omstandigheden aan. Dat schrijft minister Verhagen van Economische Zaken aan de Tweede Kamer. Onderzocht is of de nucleaire installaties een aardbeving of extreme weersomstandigheden aan kunnen. Er is ook bekeken of de kerncentrales voldoen aan alle vergunningen en veiligheidseisen. Aanleiding voor de zogenoemde ""stresstest"" is de kernramp vorig jaar in Fukushima in Japan na een zeebeving. Er volgde een serie ongelukken in verschillende reactoren in dat complex, waaronder explosies van waterstofgas. Sindsdien worden alle kernenergiecentrales in Europa onderzocht. De reactoren in Petten en Delft doen onderzoek naar nucleaire energie voor het bedrijfsleven en de overheid.",Politiek,https://nos.nl/artikel/348703-reactoren-petten-en-delft-veilig.html
237244,2022-03-04 16:00:00,Tekortkomingen bij aanpak rijgedrag vrachtwagenchauffeur die agent doodreed,"De politie is tekortgeschoten bij de aanpak van vrachtwagenchauffeur Edwin M. uit Melissant, die vorig jaar juli een motoragent doodreed. Dat komt naar voren uit onderzoek door een commissie onder leiding van voormalig landelijk verkeersofficier Koos Spee. Een van de kritiekpunten is dat er geen gecoördineerde aanpak was van M., van wie bekend was dat hij agressief en onberekenbaar in het verkeer was. Op 7 juli vorig jaar werd M. in Rotterdam met zijn truck voor een controle aan de kant gezet door de 47-jarige motoragent Arno de Korte. Hij reed de agent aan en sleurde hem honderden meters mee. De Korte overleed ter plekke. Pas later op de dag werd M. aangehouden. Sindsdien zit hij vast op verdenking van moord en/of doodslag. Volgens het Openbaar Ministerie had M. al langere tijd ""gevoelens van rancune"" jegens de politie. In de jaren voor het fatale incident werd M. geregeld aan de kant gezet, onder meer vanwege structurele overbelading van zijn vrachtwagen. Bij een van die controles, in 2015, reed hij een motoragent aan, die daarbij zijn arm verloor. Bij een ander incident, in 2020, kwam een vrouw in Rockanje om het leven toen M. haar aanreed. Na de dood van De Korte vroeg de korpsleiding van de politie aan de commissie-Spee om onderzoek te doen. Er moest onder meer worden onderzocht hoe de politie is omgegaan met alle informatie en signalen over het rijgedrag van de vrachtwagenchauffeur uit Melissant. Voor het onderzoek heeft de commissie alle incidenten onderzocht waarbij M. betrokken was. Ook is gesproken met vijftien politiemensen, onder wie de motoragent die in 2015 werd aangereden. Er doemt een beeld op van een ""onberekenbare en verbaal agressieve chauffeur"", aldus de onderzoekers. Edwin M. en zijn broer, die ook vrachtwagenchauffeur is, reden structureel in te zwaar beladen vrachtwagens, met 40 tot 50 procent meer lading dan is toegestaan. Ook na te zijn beboet, gaven ze aan dat ze gewoon zouden doorrijden met te zwaar beladen wagens. Volgens de commissie zijn alle staandehoudingen en processen-verbaal ""te afzonderlijk behandeld"", waardoor de politie geen totaaloverzicht had van alle incidenten waarvoor Edwin M. was gecontroleerd. Daardoor bleef een onderzoek naar onder meer zijn geestelijke gesteldheid uit. Bovendien was de interne communicatie bij de politie niet goed en was de aanpak niet gecoördineerd. Verder werd informatie niet of onvoldoende gedeeld met het OM en de Inspectie Leefomgeving en Transport. Twee meldingen aan het CBR om M.'s rijvaardigheid opnieuw te onderzoeken blijken niet goed te zijn doorgegeven. Overigens kreeg de verkeerspolitie na de aanrijding in 2015 al de opdracht van de leiding om ""terughoudend"" op te treden bij het controleren en beboeten van M. Doel was om de rechtszaak die toen speelde niet te frustreren. De commissie-Spee begrijpt die afweging, maar de oproep leidde er wel toe dat de meeste politiemedewerkers er vervolgens voor kozen om M. dan maar ongemoeid te laten. De commissie beveelt in het algemeen aan om meer aandacht te schenken aan de controle op te zwaar beladen vrachtwagens. Ook moet er volgens de commissie meer oog komen voor de geestelijke gezondheid van chauffeurs van zware vrachtwagens. De familie van de doodgereden Arno de Korte is vanochtend van de uitkomst van het onderzoek op de hoogte gesteld. Verder zegt de korpsleiding van de politie het te betreuren dat M. niet goed blijkt te zijn aangepakt. Korpschef Van Essen zegt lessen te willen trekken uit de conclusies in het rapport.",Binnenland,https://nos.nl/artikel/2419815-tekortkomingen-bij-aanpak-rijgedrag-vrachtwagenchauffeur-die-agent-doodreed
114197,2015-10-04 20:21:00,Zwemmer in nood blijkt zeehond,In de zee bij Zandvoort hebben vanmiddag zo'n veertig reddingswerkers vergeefs gezocht naar een drenkeling. Na een paar uur werd de zoektocht afgeblazen. De reddingsbrigade denkt dat een zeehond is aangezien voor een zwemmer. Twee strandwandelaars maakten vanmiddag los van elkaar melding van een zwemmer in nood. De reddingsbrigade rukte direct uit met zes boten en vier waterscooters. Op het strand zocht de politie naar kleding en handdoeken. Ook werd een traumahelikopter ingeschakeld. Volgens de Zandvoortse Reddingsbrigade gebeurt het vaker dat mensen zeehonden aanzien voor zwemmers.,Binnenland,https://nos.nl/artikel/2061258-zwemmer-in-nood-blijkt-zeehond.html
101305,2015-03-20 10:17:00,Bonden boos op 'sprinkhanen' in ABN Amro-top,"De vakbonden zijn boos over de loonsverhoging voor de top van ABN Amro. De lonen van de leden van de raad van bestuur zijn vorig jaar met 17 procent gestegen naar 707.500 euro. Alleen het loon van bestuursvoorzitter Gerrit Zalm is gelijkgebleven. De voormalige minister van Financiën krijgt opnieuw 759.375 euro. Voor de meeste andere ABN Amro-medewerkers is het beloningsbeleid juist versoberd. In 2014 is in de cao een nullijn vastgesteld voor twee jaar. Gisteren uitten de bonden al hun woede over de salarisverhoging van 28 procent voor ING-topman Ralph Hamers en van 63 procent voor topman Lard Friese van Nationale Nederlanden. Vakbond De Unie spreekt van ""sprinkhanengedrag"" bij ABN Amro. ""Terwijl voor gewone werknemers geldt dat ze getrakteerd worden op een afgeknepen nieuwe ontslagvergoeding medio dit jaar, gaat het graaien aan de top schaamteloos door"", aldus voorzitter Reinier Castelein. FNV Finance noemt de loonsverhoging bij de staatsbank ""heel zuur"" maar ziet ook een positief aspect. ""We kunnen nu weer flink in de aanval voor een goede loonsverhoging"", vindt bestuurder Carla Kiburg. Topbestuurders van banken in handen van de Staat, zoals ABN Amro, hebben geen recht op een variabele beloning. In ruil daarvoor mochten deze bedrijven vanaf 2012 eenmalig het vaste loon van de top verhogen met maximaal 20 procent. Daar maakt ABN Amro nu gebruik van. In 2015 worden de lonen niet verder verhoogd, zegt een woordvoerder van de bank. Hij verwerpt de kritiek van de bonden. ""In onze sector zitten de salarissen aan de lage kant. De wet staat toe de lonen van de raad van bestuur te verhogen met maximaal 20 procent. Wij doen dit met 16,7 procent.""",Economie,https://nos.nl/artikel/2025858-bonden-boos-op-sprinkhanen-in-abn-amro-top.html
121235,2016-01-10 15:08:00,Justitieminister: aanrandingen waren georganiseerd,"De Duitse minister van Justitie, Heiko Maas, gaat ervan uit dat de aanrandingen van vrouwen in verscheidene Duitse steden in de Nieuwjaarsnacht waren georganiseerd. ""Als zo'n horde massaal strafbare feiten pleegt, moet dat zijn voorbereid. Niemand kan mij vertellen dat dat niet van tevoren is afgestemd"", zegt Maas in Bild am Sontag. Hij wil goed uitgezocht hebben hoe ""deze afschuwelijke daden"" hebben kunnen gebeuren. Ook sluit Maas (SPD) niet uit dat er een verband was tussen de aanvallen in de verschillende steden. Hij wil dan ook dat de communicatie tussen de groepen in de verschillende steden goed in kaart wordt gebracht. Het aantal aangiften is in de afgelopen dagen nog sterk gestegen. Vooral in Keulen zijn er veel vrouwen aangerand. Ook in steden als Frankfurt, Stuttgart en Hamburg zijn veel vrouwen lastig gevallen.",Buitenland,https://nos.nl/artikel/2079666-justitieminister-aanrandingen-waren-georganiseerd.html
